Sample;M;intensity
lymphNode2;1583.5;6158386.5
lymphNode2;1585.6;17605752
lymphNode2;1602.6;17438391
lymphNode2;1627.6;56845437
lymphNode2;1643.6;92190465.4
lymphNode2;1668.6;5425318
lymphNode2;1715.6;19031683
lymphNode2;1723.6;26984094.5
lymphNode2;1731.6;124697280.4
lymphNode2;1740.6;62421607.4
lymphNode2;1746.6;6969804.5
lymphNode2;1747.6;38330738.8
lymphNode2;1753.6;9596384
lymphNode2;1764.6;10775921
lymphNode2;1772.7;5761156
lymphNode2;1776.7;7458758
lymphNode2;1788.7;12342892.6
lymphNode2;1789.7;317383552
lymphNode2;1805.7;7350125.1
lymphNode2;1869.6;5974048
lymphNode2;1877.7;29461456
lymphNode2;1879.8;11333876
lymphNode2;1885.7;35063882.7
lymphNode2;1893.7;98214992
lymphNode2;1902.7;134553934.8
lymphNode2;1908.6;16041625
lymphNode2;1909.7;45415666
lymphNode2;1915.7;10949446
lymphNode2;1918.7;21100663
lymphNode2;1930.7;21610918
lymphNode2;1931.6;5974498
lymphNode2;1932.7;5120722
lymphNode2;1934.7;135313143
lymphNode2;1935.7;24544348
lymphNode2;1950.7;195637808
lymphNode2;1951.7;28891167
lymphNode2;1953.6;6555018.2
lymphNode2;1967.7;17457958.1
lymphNode2;1972.7;22278822
lymphNode2;1975.8;6231096.2
lymphNode2;1978.7;5113154
lymphNode2;1979.8;5308439
lymphNode2;1992.8;5592146
lymphNode2;2014.7;6654862
lymphNode2;2039.7;16726704
lymphNode2;2055.7;6608664
lymphNode2;2080.8;161860461
lymphNode2;2081.8;34500247
lymphNode2;2094.7;54438968.4
lymphNode2;2096.8;950312232
lymphNode2;2102.7;15851737
lymphNode2;2103.8;6153706
lymphNode2;2112.8;69402537
lymphNode2;2113.8;56221674
lymphNode2;2117.8;6565953
lymphNode2;2118.7;104508068
lymphNode2;2124.7;5545631
lymphNode2;2125.8;6217510
lymphNode2;2137.8;6501867.5
lymphNode2;2154.8;19398747
lymphNode2;2176.7;7752411
lymphNode2;2186.9;32943039
lymphNode2;2225.8;44628402
lymphNode2;2241.8;21946595
lymphNode2;2242.8;109251062
lymphNode2;2256.8;16201010
lymphNode2;2257.8;622398355
lymphNode2;2258.8;180359328
lymphNode2;2280.8;28001716
lymphNode2;2287.9;6443104
lymphNode2;2299.8;5182948
lymphNode2;2303.9;11908983
lymphNode2;2315.8;6442967
lymphNode2;2347.9;11379677
lymphNode2;2348.9;5722365
lymphNode2;2371.9;198434634
lymphNode2;2387.9;119662615
lymphNode2;2388.9;11856470
lymphNode2;2402.8;21713495
lymphNode2;2403.8;1267441526
lymphNode2;2403.9;114057865
lymphNode2;2410.8;21965216
lymphNode2;2416.9;7824073
lymphNode2;2417.9;5435944
lymphNode2;2420.9;20391600
lymphNode2;2425.8;174837106
lymphNode2;2431.8;6747733
lymphNode2;2432.9;5316145
lymphNode2;2445.9;7423468
lymphNode2;2447.8;18121120
lymphNode2;2448.9;96826200
lymphNode2;2461.9;63321395
lymphNode2;2463.8;29311747
lymphNode2;2470.9;19502049
lymphNode2;2471.9;23717723
lymphNode2;2494;38103594
lymphNode2;2623.9;13900811
lymphNode2;2641;6439927
lymphNode2;2769;35468902
lymphNode2;2786;22524495
lymphNode2;2899;9653461
lymphNode2;2915;5908115
lymphNode2;2931;13896158
lymphNode2;3134.1;5865036
lymphNode2;4192.5;5254589
mammaryGland1;1059.4;17052943
mammaryGland1;1073.4;5813219
mammaryGland1;1075.4;146279147.7
mammaryGland1;1116.4;16895016.1
mammaryGland1;1235.4;7167314
mammaryGland1;1237.5;324875699.3
mammaryGland1;1254.5;53662076
mammaryGland1;1262.5;35099111
mammaryGland1;1278.5;63652519.9
mammaryGland1;1397.5;6977435.2
mammaryGland1;1399.5;97831996.4
mammaryGland1;1416.5;59548085.3
mammaryGland1;1424.5;100320077
mammaryGland1;1440.5;20919805.5
mammaryGland1;1465.6;35746733
mammaryGland1;1481.6;25891179.2
mammaryGland1;1561.6;26672905
mammaryGland1;1569.6;23642306
mammaryGland1;1576.6;5792756
mammaryGland1;1578.6;56393541.1
mammaryGland1;1583.5;7452978.1
mammaryGland1;1585.6;19500896
mammaryGland1;1602.6;28897076.6
mammaryGland1;1606.6;6842443.8
mammaryGland1;1627.6;47443247.9
mammaryGland1;1643.6;190336936.7
mammaryGland1;1715.6;24163809
mammaryGland1;1723.6;47268760.9
mammaryGland1;1729.6;9660465
mammaryGland1;1731.6;194404610
mammaryGland1;1738.6;14395888.4
mammaryGland1;1740.6;113167324.8
mammaryGland1;1746.6;11929489.2
mammaryGland1;1747.6;40239682.3
mammaryGland1;1753.6;7711593
mammaryGland1;1761.6;6380613.5
mammaryGland1;1764.6;12074368
mammaryGland1;1767.6;7210699.7
mammaryGland1;1768.7;15360062.8
mammaryGland1;1772.7;10743163
mammaryGland1;1787.6;21273428
mammaryGland1;1787.7;16315782
mammaryGland1;1788.7;24338624
mammaryGland1;1789.7;330943260.5
mammaryGland1;1805.7;6025372
mammaryGland1;1811.6;33893858
mammaryGland1;1827.6;9718131
mammaryGland1;1869.6;5429298
mammaryGland1;1877.7;69160902
mammaryGland1;1879.8;6748439
mammaryGland1;1885.7;60271458.2
mammaryGland1;1893.7;173566381
mammaryGland1;1899.7;6722878
mammaryGland1;1900.7;28995568.3
mammaryGland1;1902.7;260673713.2
mammaryGland1;1908.7;6736560.1
mammaryGland1;1909.7;34903304
mammaryGland1;1910.7;5984295
mammaryGland1;1915.7;16357005.2
mammaryGland1;1918.7;56284277
mammaryGland1;1930.7;29257574
mammaryGland1;1931.6;5929445
mammaryGland1;1932.7;11436067
mammaryGland1;1934.7;248059304
mammaryGland1;1935.7;12472461
mammaryGland1;1938.7;9426582
mammaryGland1;1948.7;20722449
mammaryGland1;1950.7;405552778
mammaryGland1;1951.7;25152333
mammaryGland1;1953.6;5082978
mammaryGland1;1956.7;18987448
mammaryGland1;1957.6;17848083
mammaryGland1;1960.7;6441296
mammaryGland1;1967.7;23945865
mammaryGland1;1972.7;35285624
mammaryGland1;1973.7;6716883.3
mammaryGland1;1975.8;7496795.6
mammaryGland1;1978.7;8247893
mammaryGland1;1979.8;9554593
mammaryGland1;1983.8;5261009
mammaryGland1;2014.7;7678334
mammaryGland1;2039.7;38563584
mammaryGland1;2055.7;9990360
mammaryGland1;2064.7;20318776.8
mammaryGland1;2078.8;22025044
mammaryGland1;2080.8;277903652.3
mammaryGland1;2081.8;27352197
mammaryGland1;2096.8;1359605452
mammaryGland1;2102.8;29504558
mammaryGland1;2111.8;8001444
mammaryGland1;2112.8;31036267
mammaryGland1;2113.8;60080339
mammaryGland1;2118.7;140149521
mammaryGland1;2124.7;5754607
mammaryGland1;2137.8;6179626.2
mammaryGland1;2141.8;83152544
mammaryGland1;2154.8;19277335
mammaryGland1;2160.7;14870461
mammaryGland1;2163.8;22911899
mammaryGland1;2176.7;9813056
mammaryGland1;2186.9;29780075
mammaryGland1;2225.8;158581268
mammaryGland1;2226.8;42967076
mammaryGland1;2240.8;6067427
mammaryGland1;2241.8;98810494
mammaryGland1;2242.8;114015488
mammaryGland1;2247.8;11907688
mammaryGland1;2255.8;139841501
mammaryGland1;2256.8;88031095
mammaryGland1;2257.8;2365817541
mammaryGland1;2258.8;145438501
mammaryGland1;2264.8;14021103
mammaryGland1;2270.9;8353557
mammaryGland1;2274.8;13312830
mammaryGland1;2279.8;269719903
mammaryGland1;2280.8;21337864
mammaryGland1;2287.9;5104786
mammaryGland1;2289.8;14460261
mammaryGland1;2300.9;7617148
mammaryGland1;2301.7;9437802
mammaryGland1;2302.9;109339845
mammaryGland1;2303.9;8347616
mammaryGland1;2315.8;29702181
mammaryGland1;2345.8;5948627
mammaryGland1;2347.9;30046232
mammaryGland1;2370.9;9241690
mammaryGland1;2371.9;550169468
mammaryGland1;2386.9;21658861
mammaryGland1;2387.9;340692210
mammaryGland1;2388.9;37289757
mammaryGland1;2393.8;19625666
mammaryGland1;2402.8;40889615
mammaryGland1;2402.9;82355589
mammaryGland1;2403.8;283597342
mammaryGland1;2403.9;2790270408
mammaryGland1;2409.8;5292782
mammaryGland1;2410.8;40955755
mammaryGland1;2416.9;26430911
mammaryGland1;2420.9;64380696
mammaryGland1;2425.8;347492406
mammaryGland1;2432.9;13982359
mammaryGland1;2435.8;10830330
mammaryGland1;2438.9;10677332
mammaryGland1;2441.8;82888176
mammaryGland1;2445.9;15749308
mammaryGland1;2447.8;15904569
mammaryGland1;2448.9;182023134
mammaryGland1;2461.9;105311612
mammaryGland1;2462;9938173
mammaryGland1;2462.9;8474860
mammaryGland1;2463.8;20406067
mammaryGland1;2470.9;43426327
mammaryGland1;2478;5840612
mammaryGland1;2494;58307701
mammaryGland1;2564.9;11559289
mammaryGland1;2590.9;6830863
mammaryGland1;2606.9;5891911
mammaryGland1;2622.9;38073190
mammaryGland1;2737;29019857
mammaryGland1;2753;36309198
mammaryGland1;2768;8155487
mammaryGland1;2769;123540022.3
mammaryGland1;2786;23280185
mammaryGland1;2899;8368979
mammaryGland1;2899.1;20687785
mammaryGland1;2915;11782256
mammaryGland1;2930;12976890
mammaryGland1;2931;15187076
mammaryGland1;3076.1;8255239
mammaryGland1;3134.1;26907008
mammaryGland1;3426.2;5739036
mammaryGland1;3442.2;5421940
mammaryGland1;4192.5;9875453
mammaryGland2;1059.4;21685093
mammaryGland2;1075.4;69142556.3
mammaryGland2;1081.4;5760508
mammaryGland2;1116.4;7071451.8
mammaryGland2;1177.4;8492503
mammaryGland2;1237.5;171221787.1
mammaryGland2;1254.5;28480759
mammaryGland2;1262.5;61183503
mammaryGland2;1278.5;33986378.3
mammaryGland2;1399.5;30580142.9
mammaryGland2;1416.5;21240630
mammaryGland2;1420.5;8536379.1
mammaryGland2;1424.5;184459337
mammaryGland2;1440.5;7920823
mammaryGland2;1465.6;22593349.3
mammaryGland2;1481.6;8692282.6
mammaryGland2;1561.6;5639746.5
mammaryGland2;1569.6;17961854.3
mammaryGland2;1570.6;5555604
mammaryGland2;1578.6;12777935.4
mammaryGland2;1585.6;8953197.4
mammaryGland2;1602.6;11796488
mammaryGland2;1627.6;60001483.3
mammaryGland2;1643.6;65675266
mammaryGland2;1672.7;5523907
mammaryGland2;1715.6;26927505
mammaryGland2;1723.6;8213069.2
mammaryGland2;1731.6;123533520.3
mammaryGland2;1740.6;21850721.1
mammaryGland2;1747.6;16251839.3
mammaryGland2;1753.6;8809767
mammaryGland2;1764.6;5095177
mammaryGland2;1772.7;6109400
mammaryGland2;1788.7;11577261.6
mammaryGland2;1789.7;528813688
mammaryGland2;1811.6;48318292
mammaryGland2;1877.7;47119842
mammaryGland2;1879.8;13200558
mammaryGland2;1885.7;11211922.4
mammaryGland2;1893.7;149686268.6
mammaryGland2;1902.7;51445621.1
mammaryGland2;1909.7;17994769
mammaryGland2;1910.7;5998143
mammaryGland2;1915.7;14146645.9
mammaryGland2;1918.7;61111589
mammaryGland2;1930.7;6507155
mammaryGland2;1934.7;211870316.1
mammaryGland2;1935.7;8482941.4
mammaryGland2;1950.7;236623062.8
mammaryGland2;1951.7;50859902.1
mammaryGland2;1956.7;15613689
mammaryGland2;1967.7;20698903.3
mammaryGland2;1973.7;7903480.6
mammaryGland2;1979.8;9750327
mammaryGland2;1983.8;5930247
mammaryGland2;2014.7;6268839.7
mammaryGland2;2038.8;11576030
mammaryGland2;2039.7;47009775
mammaryGland2;2055.7;6207003
mammaryGland2;2078.8;7964932
mammaryGland2;2080.8;369068955
mammaryGland2;2081.8;12796840.2
mammaryGland2;2094.8;29926241
mammaryGland2;2096.8;1886438889
mammaryGland2;2104.7;7018556
mammaryGland2;2112.8;27652511
mammaryGland2;2113.8;136107736
mammaryGland2;2117.8;8984981
mammaryGland2;2118.7;165594064
mammaryGland2;2125.8;22966045
mammaryGland2;2128.7;7050799
mammaryGland2;2140.7;10949586
mammaryGland2;2141.8;130515607
mammaryGland2;2147.8;5149742
mammaryGland2;2154.8;44169267
mammaryGland2;2160.7;16431843
mammaryGland2;2163.8;31932541
mammaryGland2;2170.9;7536183
mammaryGland2;2176.7;11893327
mammaryGland2;2186.9;47633977
mammaryGland2;2199.8;7465641
mammaryGland2;2225.8;169130252
mammaryGland2;2226.8;41464557
mammaryGland2;2241.8;55090888.2
mammaryGland2;2242.8;178606418
mammaryGland2;2255.8;7799737.5
mammaryGland2;2257.8;879868480.5
mammaryGland2;2258.8;241521452.1
mammaryGland2;2263.8;11019021
mammaryGland2;2264.8;23089858
mammaryGland2;2270.9;10453517
mammaryGland2;2275.8;5342974
mammaryGland2;2279.8;109615476.5
mammaryGland2;2280.8;29859640
mammaryGland2;2287.9;10590995
mammaryGland2;2299.9;7591030
mammaryGland2;2302.9;47779891.8
mammaryGland2;2303.9;12785951
mammaryGland2;2315.8;33244797
mammaryGland2;2345.8;24292290
mammaryGland2;2347.9;16475073.7
mammaryGland2;2371.9;775791083
mammaryGland2;2387.9;382915317
mammaryGland2;2388.9;80862462
mammaryGland2;2393.8;24695551
mammaryGland2;2401.8;37102215
mammaryGland2;2401.9;23447317
mammaryGland2;2403.8;211729216
mammaryGland2;2403.9;2400409290
mammaryGland2;2410.8;50117431
mammaryGland2;2410.9;12046711
mammaryGland2;2411.8;8363177
mammaryGland2;2416.9;44420424
mammaryGland2;2417.9;5596750
mammaryGland2;2420.9;70681408
mammaryGland2;2425.8;279616270
mammaryGland2;2431.8;16896111
mammaryGland2;2432.9;22307067
mammaryGland2;2435.8;10896523
mammaryGland2;2438.9;14098686
mammaryGland2;2441.8;85319064
mammaryGland2;2445.9;31386465
mammaryGland2;2446.9;9130090
mammaryGland2;2447.8;15547431
mammaryGland2;2448.9;167804869
mammaryGland2;2461.9;192988208
mammaryGland2;2462;14889498
mammaryGland2;2462.9;6089696
mammaryGland2;2464.8;18903061
mammaryGland2;2470.9;39618660
mammaryGland2;2478;7933266
mammaryGland2;2478.9;9860537
mammaryGland2;2494;62993277
mammaryGland2;2590.9;13952332.2
mammaryGland2;2607.9;11758523
mammaryGland2;2608;5476095
mammaryGland2;2622.9;37093512
mammaryGland2;2623.9;30981497
mammaryGland2;2641;9231785
mammaryGland2;2737;69274163
mammaryGland2;2738;5561033
mammaryGland2;2753;78360237
mammaryGland2;2769;194932116
mammaryGland2;2786;45832148
mammaryGland2;2791;8960543
mammaryGland2;2814;6149151
mammaryGland2;2814.1;5093175
mammaryGland2;2827;19994315
mammaryGland2;2899;16042370
mammaryGland2;2899.1;29790204
mammaryGland2;2915;17976320
mammaryGland2;2915.1;53080014
mammaryGland2;2931;15005436
mammaryGland2;3102.1;7379610
mammaryGland2;3118.1;12111023
mammaryGland2;3134.1;42291639
mammaryGland2;3426.2;9436716
mammaryGland2;3442.2;7943281
mammaryGland2;3499.3;9348310
mammaryGland2;3885.4;6272300
mammaryGland2;4192.5;21806098
pancreas1;1039.4;5229829
pancreas1;1057.4;11828928
pancreas1;1057.9;37743826
pancreas1;1059.4;479823219
pancreas1;1060.4;8143345
pancreas1;1073.4;18195499
pancreas1;1074.4;16812804
pancreas1;1075.4;2322501199
pancreas1;1077.9;7693866
pancreas1;1081.4;79012483
pancreas1;1092.4;22128874
pancreas1;1097.4;130953809.8
pancreas1;1100.4;218554854
pancreas1;1116.4;181518012.6
pancreas1;1138.4;8601914
pancreas1;1155.4;10593719
pancreas1;1217.4;37395350
pancreas1;1221.5;57716147
pancreas1;1233.4;7007462
pancreas1;1235.4;337786733
pancreas1;1235.5;8264883
pancreas1;1236.5;97169995.5
pancreas1;1237.4;2525855612
pancreas1;1237.5;7733799826
pancreas1;1252.5;41192099
pancreas1;1253.5;29434925
pancreas1;1254.5;924079815
pancreas1;1255.5;55933711
pancreas1;1256.4;5639940
pancreas1;1257.4;7284418
pancreas1;1258.4;14475212
pancreas1;1258.5;19089572
pancreas1;1259.4;995782448
pancreas1;1262.5;1447429727
pancreas1;1263.5;5161496
pancreas1;1269.4;49293501
pancreas1;1276.5;7229384
pancreas1;1278.5;217916740
pancreas1;1282.5;342701520
pancreas1;1294.5;5883859
pancreas1;1303.5;17572919
pancreas1;1307.5;93883638
pancreas1;1317.4;19402111
pancreas1;1319.5;131943832
pancreas1;1358.4;7889753
pancreas1;1383.5;100539351
pancreas1;1398.5;67446606
pancreas1;1399.5;2242339957
pancreas1;1400.5;9015278
pancreas1;1405.5;17473682
pancreas1;1414.5;59098105
pancreas1;1415.5;78753992
pancreas1;1416.5;1166479691
pancreas1;1421.5;316752972
pancreas1;1422.5;15578070
pancreas1;1424.5;902543720
pancreas1;1431.5;11157600
pancreas1;1440.5;269339952.7
pancreas1;1444.6;154369686
pancreas1;1446.5;52718563
pancreas1;1465.6;3306386029
pancreas1;1469.6;23477778
pancreas1;1479.5;87229225
pancreas1;1480.5;13640758
pancreas1;1481.6;70069314.2
pancreas1;1497.6;5568727
pancreas1;1503.5;19092382
pancreas1;1509.5;10293922
pancreas1;1510.6;164274271
pancreas1;1520.5;7177996.8
pancreas1;1522.6;18091890.6
pancreas1;1559.5;5620853
pancreas1;1561.6;382035899
pancreas1;1570.6;5503135
pancreas1;1576.6;48894221.1
pancreas1;1577.6;18173996
pancreas1;1578.6;920698373
pancreas1;1582.6;5451439
pancreas1;1583.5;84423656
pancreas1;1583.6;7627013
pancreas1;1585.6;25913888
pancreas1;1586.6;316793328
pancreas1;1595.6;13374995
pancreas1;1600.5;14828020
pancreas1;1602.6;70077118
pancreas1;1605.5;8410904
pancreas1;1606.6;95916459
pancreas1;1608.6;24002612
pancreas1;1622.5;5174565
pancreas1;1625.6;7906267
pancreas1;1627.6;545191447
pancreas1;1630.6;6960225
pancreas1;1631.6;17642287
pancreas1;1641.6;8650783
pancreas1;1643.6;581325009.8
pancreas1;1649.6;38357528
pancreas1;1665.6;52847221
pancreas1;1666.6;16822737
pancreas1;1668.6;200540103
pancreas1;1668.7;701678675
pancreas1;1672.7;10830203
pancreas1;1681.6;16968861
pancreas1;1682.5;23470986.9
pancreas1;1682.6;80532199.8
pancreas1;1684.6;7208449.8
pancreas1;1688.7;23052252
pancreas1;1690.6;81665759
pancreas1;1706.6;19332913
pancreas1;1707.6;100114948
pancreas1;1713.7;86142298
pancreas1;1715.6;10885660
pancreas1;1722.6;8544165
pancreas1;1723.6;472030326
pancreas1;1725.7;13735414
pancreas1;1726.5;5285055
pancreas1;1727.6;11352449.8
pancreas1;1731.6;52361358
pancreas1;1732.6;6687413
pancreas1;1736.6;7068895
pancreas1;1738.6;68211884.9
pancreas1;1739.7;5886545
pancreas1;1740.6;1274248115
pancreas1;1745.6;7852136
pancreas1;1746.6;80727643
pancreas1;1747.6;48495552
pancreas1;1748.6;107337286
pancreas1;1753.6;5684873
pancreas1;1755.6;7523283
pancreas1;1757.7;39833677
pancreas1;1758.8;11299903
pancreas1;1764.6;92751249
pancreas1;1767.6;11452319.7
pancreas1;1768.7;150950720
pancreas1;1772.7;8861893
pancreas1;1773.7;110741153
pancreas1;1785.6;20530421
pancreas1;1787.7;105274476
pancreas1;1788.7;48726644
pancreas1;1789.7;2709212818
pancreas1;1805.7;278676200
pancreas1;1811.6;11190874
pancreas1;1811.7;234602961
pancreas1;1813.7;8540074
pancreas1;1818.7;8341553
pancreas1;1821.7;24046617
pancreas1;1827.6;106278496
pancreas1;1834.7;215806421
pancreas1;1844.6;14863167
pancreas1;1846.7;6574706
pancreas1;1853.6;6309542
pancreas1;1856.7;19203193
pancreas1;1869.6;335307005
pancreas1;1871.7;812341488
pancreas1;1877.7;17507840
pancreas1;1879.8;34318758
pancreas1;1883.7;9026218
pancreas1;1884.7;7266401
pancreas1;1885.6;115763977
pancreas1;1885.7;292561202
pancreas1;1886.7;24032985
pancreas1;1891.6;13238992
pancreas1;1893.7;117823219
pancreas1;1894.7;54841587
pancreas1;1900.7;62711526.9
pancreas1;1901.7;23876599
pancreas1;1902.7;1209119091
pancreas1;1903.7;11097054
pancreas1;1907.6;19192090
pancreas1;1907.7;5954046
pancreas1;1908.6;60315141
pancreas1;1909.7;89640783
pancreas1;1910.7;149518103
pancreas1;1914.7;14859573.1
pancreas1;1915.7;22695031
pancreas1;1916.7;9734818
pancreas1;1916.8;66813865
pancreas1;1917.7;7752895
pancreas1;1918.7;34625154
pancreas1;1919.7;15228937
pancreas1;1926.7;19004462
pancreas1;1928.7;7920507
pancreas1;1929.6;5966834
pancreas1;1930.7;115703441
pancreas1;1932.7;16557535
pancreas1;1933.7;6780499
pancreas1;1934.7;201739013
pancreas1;1935.7;493230312
pancreas1;1938.8;8307420
pancreas1;1947.7;9259977
pancreas1;1948.7;5708828
pancreas1;1949.7;134596583
pancreas1;1950.7;302040574
pancreas1;1951.7;3553339770
pancreas1;1952.7;6303590
pancreas1;1957.7;53252585
pancreas1;1959.8;5406503
pancreas1;1961.8;8618587
pancreas1;1965.7;21996503
pancreas1;1967.7;659642753
pancreas1;1968.7;61469906
pancreas1;1972.7;22182636
pancreas1;1973.7;344302828
pancreas1;1979.8;7851566
pancreas1;1980.8;31157152
pancreas1;1983.7;32610977
pancreas1;1984.7;9943456
pancreas1;1989.7;186384246.1
pancreas1;1992.7;32034512
pancreas1;1992.8;73427894
pancreas1;1995.8;9630404
pancreas1;1996.8;247436618
pancreas1;2005.7;23969063
pancreas1;2006.7;17626840
pancreas1;2008.7;69434014
pancreas1;2018.8;30523736
pancreas1;2027.7;9551188
pancreas1;2031.7;357834838
pancreas1;2033.8;5010458
pancreas1;2038.8;11843773
pancreas1;2039.7;14378996
pancreas1;2039.8;8489269
pancreas1;2041.8;46226502
pancreas1;2047.7;241766703
pancreas1;2048.7;59662181
pancreas1;2053.7;5602403
pancreas1;2054.7;16062061
pancreas1;2062.7;9937282.1
pancreas1;2064.7;219372571
pancreas1;2069.6;9467668
pancreas1;2069.7;11917058
pancreas1;2070.7;18562150
pancreas1;2072.7;11605509
pancreas1;2076.7;29769852
pancreas1;2080.8;367456541
pancreas1;2081.8;118236811
pancreas1;2092.7;9672755
pancreas1;2092.8;18877659
pancreas1;2094.7;15710549
pancreas1;2094.8;6841621
pancreas1;2095.8;30038020
pancreas1;2096.8;992319991
pancreas1;2097.8;2462772092
pancreas1;2102.7;7775483
pancreas1;2103.8;19907469
pancreas1;2109.7;38363820
pancreas1;2112.8;34483743
pancreas1;2113.8;4642591050
pancreas1;2114.8;37700866
pancreas1;2118.7;74064643
pancreas1;2119.8;154300303
pancreas1;2120.8;6363544
pancreas1;2121.8;13860325
pancreas1;2125.8;9175747
pancreas1;2128.7;8346544
pancreas1;2128.8;18597177
pancreas1;2129.8;20417558
pancreas1;2130.8;256551371
pancreas1;2134.7;30226411
pancreas1;2135.7;85144040
pancreas1;2135.8;445432834
pancreas1;2137.8;20787301
pancreas1;2141.7;50020474
pancreas1;2141.8;48263015
pancreas1;2142.8;87299075
pancreas1;2142.9;59120319
pancreas1;2145.8;49422048
pancreas1;2153.8;5953343
pancreas1;2154.8;244937174
pancreas1;2156.7;6701219
pancreas1;2156.8;5716206
pancreas1;2158.8;249871424
pancreas1;2170.8;19899151
pancreas1;2171.8;9321067
pancreas1;2173.7;9209934
pancreas1;2176.7;12516062
pancreas1;2176.8;16452581
pancreas1;2177.7;78160871
pancreas1;2180.8;24808337
pancreas1;2186.9;5074862
pancreas1;2187.9;37636577
pancreas1;2193.7;411339962
pancreas1;2194.8;11732671
pancreas1;2195.8;6084314
pancreas1;2199.8;22397236
pancreas1;2199.9;22143441
pancreas1;2201.8;6036334
pancreas1;2201.9;5216230
pancreas1;2203.9;64171221
pancreas1;2210.8;35764383
pancreas1;2215.8;5616608
pancreas1;2226.8;94950579
pancreas1;2234.8;27297111
pancreas1;2238.8;32540967
pancreas1;2241.8;31072150
pancreas1;2242.8;556807231
pancreas1;2251.8;8679487
pancreas1;2255.8;15745367
pancreas1;2256.8;110173656
pancreas1;2257.8;1326392390
pancreas1;2258.8;245427320
pancreas1;2259.8;61279567
pancreas1;2264.8;25536859
pancreas1;2265.8;21330658
pancreas1;2275.8;50811222
pancreas1;2279.8;126119633
pancreas1;2280.8;23896059
pancreas1;2282.8;7280515
pancreas1;2283.8;8924817
pancreas1;2287.9;33037559
pancreas1;2289.8;9741759
pancreas1;2290.8;10476289
pancreas1;2291.8;6824991
pancreas1;2299.8;39596633
pancreas1;2300.9;108372904
pancreas1;2302.9;48967367
pancreas1;2303.9;11277478
pancreas1;2314.8;13430718
pancreas1;2315.8;30109301
pancreas1;2316.8;73129177
pancreas1;2316.9;599953925
pancreas1;2322.8;8986612
pancreas1;2332.9;10513293
pancreas1;2333.9;95110240
pancreas1;2338.8;27776545
pancreas1;2340.8;19287019
pancreas1;2345.8;29210795
pancreas1;2361.9;23755716
pancreas1;2371.8;7685003
pancreas1;2371.9;55409966
pancreas1;2380.8;24782541
pancreas1;2383.9;5682993
pancreas1;2387.9;41723097
pancreas1;2388.8;20419284
pancreas1;2388.9;48180595
pancreas1;2389.9;9954064
pancreas1;2396.8;74866517
pancreas1;2402.9;12568556
pancreas1;2403.8;886729689
pancreas1;2403.9;228158896
pancreas1;2404.9;7255173
pancreas1;2413.8;30304696
pancreas1;2420.9;8524339
pancreas1;2422.9;13760420
pancreas1;2425.8;83477756
pancreas1;2441.8;11377567
pancreas1;2445.9;16010094
pancreas1;2446.9;63269694
pancreas1;2448.9;52008205
pancreas1;2460.9;35574794
pancreas1;2461.9;49467626
pancreas1;2462.9;468132973
pancreas1;2469.9;8586380
pancreas1;2478.9;704019102
pancreas1;2485.9;27507824
pancreas1;2486.9;5953091
pancreas1;2490.9;79301098
pancreas1;2494;6523259
pancreas1;2494.9;22453246
pancreas1;2495.9;233121815
pancreas1;2496.9;8304283
pancreas1;2500.9;17875450
pancreas1;2501.9;7159677
pancreas1;2516.9;33917361
pancreas1;2519.9;77299534
pancreas1;2537;7152593
pancreas1;2542;11947063
pancreas1;2542.9;25737684
pancreas1;2558.9;70672348
pancreas1;2569;12448858
pancreas1;2575.9;50911650
pancreas1;2592;6396851
pancreas1;2593;24441673
pancreas1;2607;26675241
pancreas1;2607.9;18518684
pancreas1;2608;21550581
pancreas1;2609;371186334
pancreas1;2622.9;9048753
pancreas1;2624;14882574
pancreas1;2625;1117625318
pancreas1;2626;46576079
pancreas1;2631;11560026
pancreas1;2633;17131998
pancreas1;2640;26519938
pancreas1;2641;1078922637
pancreas1;2641.5;7159540
pancreas1;2642.5;7636672
pancreas1;2648;37602547
pancreas1;2649;57728426
pancreas1;2658;661728934
pancreas1;2662.9;67055860
pancreas1;2663.9;19370207
pancreas1;2674;5296265
pancreas1;2677.9;5100067
pancreas1;2679.9;17976474
pancreas1;2682;58438705
pancreas1;2699.1;16723113
pancreas1;2702;185700484
pancreas1;2704.9;19715588
pancreas1;2705.9;30771988
pancreas1;2708;9871574
pancreas1;2715.1;20581982
pancreas1;2719;34944282
pancreas1;2720.9;7246401
pancreas1;2721.9;112853794
pancreas1;2731.1;30808466
pancreas1;2737.9;57635253
pancreas1;2738;20803273
pancreas1;2754;136753221
pancreas1;2755;25133430
pancreas1;2769;18661764
pancreas1;2770;263398061
pancreas1;2787;65302881
pancreas1;2803;6081216
pancreas1;2815;19742475
pancreas1;2827;5020197
pancreas1;2828;30429815
pancreas1;2844;135980453
pancreas1;2861.1;51323094
pancreas1;2924;18088681
pancreas1;2960.1;31640404
pancreas1;2974.1;28519288
pancreas1;2990.1;115703663
pancreas1;3006.1;124637473
pancreas1;3023.1;30082327
pancreas1;3086;13020447
pancreas1;3119.2;7329194
pancreas1;3120.2;11646597
pancreas1;3135.1;13976289
pancreas1;3152.2;216858965
pancreas1;3167.1;6069540
pancreas1;3168.1;69467741
pancreas1;3168.2;430605455
pancreas1;3185.2;274939885
pancreas1;3197.2;13402441
pancreas1;3207.1;37293315
